City_ID,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temp,Wind Speed
429,gondar,0,PT,1534546800,77,41.82,-8.78,73.4,2.24
430,salta,0,AR,1534543200,42,-24.79,-65.41,69.8,10.29
431,turkan,0,AF,1534547510,97,35.6,68.92,37.46,0.58
433,awbari,100,LY,1534547511,19,26.59,12.77,92.9,6.06
435,sakaiminato,75,JP,1534543200,68,35.55,133.23,68,3.36
436,mosquera,75,CO,1534543200,59,4.71,-74.23,60.8,5.82
437,bambanglipuro,8,ID,1534547511,81,-7.95,110.28,69.95,5.06
438,acurenam,56,GA,1534547512,94,1.03,10.67,69.41,3.38
439,wajima,8,JP,1534547512,85,37.4,136.9,73.64,10.65
440,tolentino,12,IT,1534546200,82,43.21,13.28,71.6,4.7
441,santa maria,0,BR,1534543200,88,-29.69,-53.81,62.6,4.7
442,verkhoyansk,36,RU,1534547513,70,67.55,133.39,64.37,3.71
443,porto novo,40,BR,1534543200,82,-23.68,-45.44,60.8,12.75
444,camden,75,US,1534546560,66,39.94,-75.12,87.8,9.17
445,itoman,40,JP,1534546560,83,26.12,127.67,82.4,9.17
446,ngunguru,0,NZ,1534547515,100,-35.62,174.5,57.53,13.22
447,dodge city,1,US,1534542840,45,37.75,-100.02,86,9.17
448,college,90,US,1534546680,58,64.86,-147.8,59,13.87
450,blackwater,0,GB,1534546200,72,51.33,-0.78,62.6,8.05
451,plouzane,0,FR,1534546800,93,48.38,-4.62,59,3.36
452,shirokiy,12,RU,1534547516,80,53.87,39.17,54.38,7.52
453,udachnyy,44,RU,1534547516,82,66.42,112.4,57.89,3.27
454,kostomuksha,56,RU,1534547516,65,64.59,30.6,66.17,8.97
455,zeya,92,RU,1534547516,100,53.74,127.27,55.64,5.17
456,saint-joseph,0,FR,1534546800,73,43.56,6.97,77,4.7
457,klaksvik,56,FO,1534546200,93,62.23,-6.59,50,16.11
458,lorengau,92,PG,1534547517,99,-2.02,147.27,83.9,13
459,sao felix do xingu,44,BR,1534547517,88,-6.64,-51.99,75.35,1.7
460,hoquiam,1,US,1534546380,68,46.98,-123.89,73.4,12.75
461,mayumba,88,GA,1534547517,96,-3.44,10.65,69.86,3.6
462,fonte boa,12,BR,1534547518,89,-2.51,-66.09,77.96,3.38
464,zambezi,0,ZM,1534547518,65,-13.55,23.12,56.18,3.83
465,teguldet,0,RU,1534547518,85,57.31,88.17,53.84,1.48
466,maceio,0,BR,1534543200,78,-9.67,-35.74,75.2,5.82
467,jinchang,100,CN,1534547519,86,38.52,102.19,56.99,2.59
468,san cristobal,75,EC,1534543200,67,-0.39,-78.55,57.2,18.34
469,kapuskasing,75,CA,1534543200,55,49.42,-82.43,64.4,10.29
470,behshahr,40,IR,1534543200,94,36.69,53.54,75.2,4.7
471,chara,0,GR,1534546200,53,39.42,22.43,73.4,4.7
472,holme,75,GB,1534546200,82,53.7,-2.31,62.6,4.7
474,lavrentiya,0,RU,1534547385,81,65.58,-170.99,51.86,14.12
475,sweetwater,1,US,1534546500,26,32.47,-100.41,98.6,9.17
476,itarema,12,BR,1534547521,76,-2.92,-39.92,78.14,17.02
477,amga,64,RU,1534547521,68,60.89,131.98,70.13,3.94
478,atherton,75,GB,1534546200,82,53.52,-2.49,62.6,4.7
480,katsuura,75,JP,1534543200,88,33.93,134.5,66.2,4.7
481,gat,48,SN,1534547521,79,14.69,-16.54,80.21,8.97
482,valley station,20,US,1534542780,66,33.35,-86.77,87.8,8.05
483,kuching,75,MY,1534546800,83,1.56,110.34,77,5.82
484,harper,1,US,1534546500,25,30.3,-99.24,98.6,11.41
486,katobu,8,ID,1534547522,97,-4.94,122.53,79.31,6.17
487,torbat-e jam,0,IR,1534547522,45,35.24,60.63,58.34,3.94
488,sacama,32,EC,1534547522,71,-3.9,-79.27,58.43,1.7
489,gamba,88,CN,1534547522,100,28.28,88.52,35.93,1.92
490,navolato,75,MX,1534542000,50,24.76,-107.7,96.8,5.82
491,lamu,92,ID,1534547523,92,0.57,122.3,76.61,3.15
492,sehithwa,0,BW,1534547523,28,-20.47,22.7,63.11,20.71
493,dhidhdhoo,88,MV,1534547230,100,6.88,73.1,78.95,20.27
496,vidisha,92,IN,1534547523,96,23.52,77.8,74.63,4.72
499,batemans bay,0,AU,1534547524,74,-35.71,150.18,57.53,5.5
500,mithi,92,PK,1534547524,81,24.74,69.8,81.02,9.75
501,muret,90,FR,1534546800,63,43.46,1.33,64.4,14.99
502,new kensington,90,US,1534546560,94,40.57,-79.76,77,5.82
503,ust-koksa,92,RU,1534547525,100,50.27,85.62,49.16,1.25
504,sladkovo,0,RU,1534547525,84,55.53,70.34,53.39,12.77
505,mahanoro,8,MG,1534547526,100,-19.9,48.8,59.78,2.15
506,grand forks,1,US,1534546500,47,47.91,-97.06,82.4,3.36
507,lat yao,92,TH,1534547526,88,15.75,99.79,75.44,5.39
508,tsumeb,0,NA,1534547526,32,-19.25,17.72,59.51,12.66
509,sechura,64,PE,1534547526,77,-5.56,-80.82,70.04,13.44
510,clive,75,US,1534545300,65,41.61,-93.78,86,8.05
511,punta alta,0,AR,1534543200,56,-27.46,-55.82,73.4,3.36
512,fairbanks,90,US,1534545180,58,64.84,-147.72,59,16.11
513,letka,0,BA,1534543200,77,43.74,17.27,69.8,3.36
514,fushan,0,CN,1534543200,94,23.86,116.89,78.8,3.15
515,arinos,88,BR,1534547504,85,-15.92,-46.11,64.46,3.15
516,bellingham,1,US,1534544100,56,48.75,-122.48,71.6,5.82
517,portland,1,US,1534546380,34,45.52,-122.67,80.6,8.05
518,bodden town,20,KY,1534543200,74,19.28,-81.25,87.8,8.05
519,port blair,92,IN,1534547277,100,11.67,92.75,80.3,21.83
520,meshcherino,0,RU,1534545000,76,55.2,38.36,55.4,2.24
521,balikpapan,75,ID,1534546800,88,-1.24,116.86,78.8,8.05
522,padang,8,ID,1534547528,100,-0.92,100.36,80.48,1.59
523,chino valley,75,US,1534545300,57,34.76,-112.45,77,6.93
524,masyaf,40,SY,1534543200,69,35.06,36.34,77,6.93
525,chingirlau,80,KZ,1534547528,95,51.09,54.08,60.05,13.33
526,tamandare,0,BR,1534547529,77,-8.28,-70.75,78.05,3.94
527,planadas,0,CO,1534547529,59,3.2,-75.65,66.53,2.93
528,san pedro,0,AR,1534547530,66,-33.68,-59.66,60.59,9.19
530,pirgos,20,GR,1534546200,83,35.12,25.72,77,11.41
531,roros,0,NO,1534546200,100,62.57,11.38,37.4,3.36
532,tucumcari,1,US,1534546380,33,35.17,-103.73,91.4,8.05
533,areka,92,ET,1534547531,99,7.07,37.71,55.55,1.48
535,barkly west,0,ZA,1534543200,69,-28.54,24.52,39.2,5.82
536,xining,92,CN,1534547532,100,36.62,101.77,53.84,3.49
538,zhuhai,0,CN,1534543200,82,40.71,112.04,55.4,2.24
539,jalu,0,LY,1534547532,37,29.03,21.55,84.71,9.98
540,visby,88,SE,1534546200,77,57.64,18.3,66.2,4.7
541,baracoa,92,CU,1534547532,100,20.35,-74.5,80.66,14.79
542,mayo,90,CA,1534543200,58,63.59,-135.9,55.4,8.05
543,deogarh,48,IN,1534547532,97,21.53,84.72,74.99,3.15
544,latehar,0,IN,1534547533,95,23.74,84.5,75.26,6.29
545,uvat,92,RU,1534547533,100,59.14,68.9,54.83,13.11
546,maumere,0,ID,1534547533,100,-8.63,122.22,79.04,8.97
547,plettenberg bay,0,ZA,1534547533,100,-34.05,23.37,52.58,7.29
548,yiyang,88,CN,1534547533,100,28.59,112.35,72.65,12.21
549,kayes,32,ML,1534547533,89,14.44,-11.44,78.77,10.87
551,fallon,1,US,1534542960,21,46.84,-105.12,93.2,6.93
552,ahualulco,40,MX,1534542360,26,22.4,-101.17,82.4,8.05
553,karsun,0,RU,1534547534,62,54.2,46.98,54.65,6.62
554,hazorasp,0,UZ,1534545000,52,41.32,61.08,66.2,4.7
555,kapit,0,MY,1534547534,90,2.02,112.94,75.44,2.59
556,springfield,1,US,1534546320,62,37.22,-93.29,84.2,6.93
557,dengzhou,100,CN,1534547534,97,32.69,112.08,70.22,16.58
558,yamada,40,JP,1534543200,77,36.58,137.08,64.4,2.24
559,luganville,48,VU,1534547535,100,-15.51,167.18,78.14,9.08
560,tikrit,0,IQ,1534547535,26,34.62,43.68,84.08,10.76
561,coolum beach,0,AU,1534547535,81,-26.53,153.09,65.81,3.6
562,obama,8,JP,1534547535,59,35.49,135.74,78.23,3.49
563,bonavista,68,CA,1534547535,100,48.65,-53.11,54.65,4.72
564,malartic,75,CA,1534543200,68,48.14,-78.13,69.8,18.34
565,santa cruz de la palma,44,ES,1534546800,69,28.68,-17.76,73.4,10.29
566,longyearbyen,75,NO,1534546200,81,78.22,15.63,44.6,18.34
567,valparaiso,75,US,1534545900,83,41.47,-87.06,80.6,8.05
568,veracruz,40,VE,1534543200,38,7.66,-72.25,91.4,8.05
569,ambulu,24,ID,1534547536,100,-8.35,113.61,72.56,7.4
570,bati,80,ET,1534547537,92,11.19,40.02,64.64,3.71
571,gizo,20,IL,1534546200,69,31.8,34.94,78.8,4.7
572,honningsvag,24,NO,1534547450,94,70.98,25.97,51.5,4.61
573,tra vinh,88,VN,1534547537,98,9.93,106.35,76.34,14.23
574,vila velha,0,BR,1534546800,69,-3.71,-38.6,80.6,11.41
575,naryan-mar,76,RU,1534547537,90,67.67,53.09,42.05,6.17
576,teguise,75,ES,1534546800,69,29.06,-13.56,73.4,19.46
577,omboue,48,GA,1534547393,100,-1.57,9.26,74.18,7.29
578,pyu,92,MM,1534547538,99,18.48,96.43,71.84,2.59
579,brokopondo,20,SR,1534546800,83,5.06,-54.98,82.4,2.24
580,poya,0,NC,1534547538,98,-21.35,165.16,71.12,6.62
581,bubaque,20,GW,1534543200,88,11.28,-15.83,80.6,3.36
582,tari,36,NG,1534547538,95,12.41,4.49,72.65,4.16
583,gorom-gorom,64,BF,1534547538,92,14.45,-0.24,73.19,11.88
584,port keats,0,AU,1534547538,47,-14.25,129.55,76.88,10.2
585,sao paulo do potengi,20,BR,1534546800,73,-5.89,-35.76,77,8.05
586,lesozavodsk,56,RU,1534547539,81,45.47,133.42,67.79,13
587,kasongo,64,CD,1534547539,57,-4.43,26.67,73.1,2.37
588,mechetinskaya,0,RU,1534547539,61,46.77,40.45,65.99,3.38
589,jumla,80,NP,1534547539,91,29.28,82.18,38.36,2.82
590,drumheller,0,CA,1534547539,29,51.47,-112.7,83.81,9.53
591,san ramon,75,NI,1534543200,78,12.92,-85.84,73.4,9.17
593,doha,0,QA,1534543200,34,25.29,51.53,93.2,2.24
594,carutapera,80,BR,1534547540,81,-1.2,-46.02,80.03,11.43
595,villamontes,68,BO,1534547540,66,-21.26,-63.47,69.5,5.61
597,srandakan,8,ID,1534547540,81,-7.94,110.25,69.95,5.06
598,madimba,90,CM,1534543200,100,4.42,9.93,75.2,3.36
599,palauig,92,PH,1534547541,100,15.44,119.9,74.09,5.95
600,veraval,0,FR,1534546800,93,49.65,0.71,60.8,2.24
601,russell,0,AR,1534543200,40,-33.01,-68.8,71.6,3.36
602,puyo,64,EC,1534547541,99,-1.48,-78,59.69,2.59
603,palu,0,ID,1534547321,84,-0.9,119.87,69.23,1.59
604,blois,0,FR,1534546800,72,47.59,1.33,59,4.7
605,yar-sale,44,RU,1534547542,100,66.83,70.83,47,12.21
